0003F1DE,"SHOWROOM"
0F9EA1D8,"Copy that, will inform supervisor."
0F9EA1D9,"Copy that, will advise all pursuing units."
0F9EA1DA,"10-4, keep me informed, over."
0F9EA1DB,"Understood, units will be advised."
0F9EA1DC,"10-4, advise if retiring from pursuit, over."
0F9EA1DD,"Copy that, over."
0F9EA1DE,"Be advised, unit pursuing Code 3 suspect has sustained damage. Remaining units to continue pursuit, over."
0F9EA1DF,"Be advised, suspect has deliberately collided with a police unit, over."
0F9EA1E0,"All units, a police vehicle has been rammed by the suspect. Proceed with caution, over."
0F9EA1F8,"10-4, all pursuing units, be advised."
0F9EA1F9,"Understood, units will be advised."
0F9EA1FA,"Copy that, all units to continue with caution."
0F9EA1FB,"Copy that, keep us informed, over."
0F9EA1FC,"10-4, will advise supervisor."
0F9EA1FD,"10-4, status has been updated."
0F9EA1FE,"Copy that, updating pursuit status, over."
0F9EA1FF,"Copy that, proceed with caution."
0F9EA200,"Understood, units will be advised."
0FB7B0A9,"Updating your password. Please wait."
0FB9508A,"th"
0FC071E6,"You've got to lose that cop."
0FC071E7,"Police cruiser, right behind you. You have to shake it off."
0FC071E8,"You've got a LEO on you. Shake him off."
0FCE1B0D,"Porcelain"
0FDE200B,"Paint Car"
0FE2781E,"Autolog Recommends"
0FF107DD,"Racers earn Multipliers by completing events and escaping Pursuits. The longer you stay out the higher your Multiplier can reach up to a maximum of X 10.  When you are busted or enter a Hideout, your Multiplier is reset."
0FF64118,"Spike Strip hit {0:s} Cops"
0FFE5174,"Total Drift: {0:s}/{1:s}"
0FFEDF12,"F40"
1001DC37,"One-77"
100906FE,"T-Bone"
1010B927,"Tracker hits: {0:s}/{1:s}"
10365946,"Be advised, suspect's running on flats."
10365947,"Be advised, suspect's lost a tire."
10365948,"Be advised, suspect's tires just blew."
10365949,"Be advised, suspect's tires are deflated."
10395562,"Control, I've identified a 10-41 on Driftwood Heights."
10395563,"Control, I have a visual on a vehicle moving at speed on Driftwood Heights. Target identified as a Racer."
103FBDB8,"Veyron"
106233DE,"OVERWATCH: DEPLOYING ROADBLOCK"
1067212C,"Speed Cameras"
1067CBF1,"Ferrari F40"
1075B2C1,""
10783DC1,"Pursuit underway of multiple 10-44s on Eastwood Rise. Requesting support from any backup units in the area."
10783DC2,"I'm in pursuit of multiple high speed vehicles on Eastwood Rise. All nearby units move in to support."
1093B2C4,"This is your Speedlist, the core of your Rivalry."
1093B2C5,"Here you will be able to choose from a constantly changing set of objectives that suit your driving style."
1093B2C6,"You're only just getting started so for now choice is limited."
1093B2C7,"Once you complete your training you'll be able to choose from multiple Speedlists and shape your own destiny."
1097C881,"All officers be on the lookout for a high speed vehicle on Troll Pass."
1097C882,"Dispatch to all vehicles. Officer reporting a Racer spotted on Troll Pass. Stay alert out there."
1097C883,"We have a reported high speed felony on Troll Pass. All units, stay alert."
10AD6C0F,"You were Busted by {0:s}"
10AEAD2C,"Invite sent:"
10B6D865,"Super Trofeo"
10BB204B,"Just Drive"
10BBD98D,"Screenshot sent to the Need for Speed™ Network."
10D5D6A8,"<content goes here>"
10D8748B,"Your Rank is not high enough to play this OverWatch challenge. Progress further in your career and try again."
10DF91D5,"DRIVE"
1101B719,"I just took damage from pursuit suspect."
1101B71A,"Dispatch, I'm running damaged."
1101B71B,"Be advised, suspect just hit me."
1101B71C,"Code 3 suspect is attempting to wreck pursuit, over."
1101B71D,"Dispatch, advise all units, suspect is engaging units directly."
1101B71E,"I just took damage from pursuit suspect."
1101B71F,"Suspect just rammed my unit."
1101B720,"I've taken damage, suspect hit me."
1101B721,"Contact with suspect."
1101B739,"Suspect's trading paint, over."
11172DF3,"T-Bones: {0:s}/{1:s}"
1121A467,"Turbos used while racing: {0:s} of {1:s}"
11571537,"Just ID's a Racer on Grand Peak Drive. Looks like they were laying low in one of these buildings."
11571538,"Be advised, I'm tracking a named suspect emerging onto Grand Peak Drive. I'm on him."
11571539,"Control, I just ID'd a wanted vehicle exiting a building on Grand Peak Drive."
115898DE,"All units. Racer hit and is slowing down.  Move in and arrest."
115898DF,"All units, code 3 suspect  hit.  Vehicle is slowing down."
115898E0,"Racer has been hit and is losing speed. Move in to arrest the driver."
115898E1,"All units, Racer has been hit.  Close in to shut down suspect vehicle."
115898E2,"Racer has lost power and is decelerating.  Close in."
115A64B9,"ESF disengaging"
11714C1D,"OVERWATCH JAMMER"
119D88E4,"You made it through. Good driving."
119D88E5,"You live to race another day."
119D88E6,"Nice driving. You made it to the finish."
119D88E7,"That's another finished race under your belt."
119D88E8,"Kudos, you completed the course."
119D88E9,"Chalk up another race in the Finished column."
119D88EA,"You made it to the post. That was some tough competition out there."
11A3C01C,"Unlocked via OverWatch"
11DEEBA7,"Turbo disengaging"
11FC074D,"Pursuit Tech Slot 1"
11FC074E,"Pursuit Tech Slot 2"
120C210A,"The will feel the backlash"
12176547,"ELABS AB"
1217B4FD,"Look Around"
122524CA,"Continental Runner"
122F079E,"RSHIFT"
1232D681,"Control, I've taken Damage in 10-44 pursuit. Do we have available units to assist?"
1232D682,"I'm taking heavy hits. This suspect is driving aggressively."
1232D683,"This guy's smashing into me. My vehicle is damaged, but I am able to resume pursuit."
1232D684,"Dispatch, I'm taking damage in pursuit of 10-44."
1232D685,"Control, suspect's is damaging my vehicle. It doesn't look like he's going to slow down either."
123E23CB,"Sparco"
1247D29E,"Public Relations Coordinator"
124D94A9,"VP, HR Games Label, Games HR"
12553CDF,"Top speed: {0:s}/{1:s}"
125AE219,"Nissan GT-R Black Edition UC"
125B32FA,"Nissan"
12769F39,"Unlocked via OverWatch"
12959FCC,"Driving in a {0:~} with {1:d} player"
12D382EE,"Art Directors"
12D488D9,"1 Lincoln Nine. Suspect vehicle is a wreck. Moving in for arrest."
12D488DA,"Racer immobilized. Moving to detain the suspect."
12D488DB,"Strike successful. Moving in to apprehend disabled 10-44."
12E77D8B,"You've completed your training.  Now pick a side, and take the fight to your rivals."
12EFF52A,"{0:s} Stole {1:s}% of your nitrous"
12F64A79,"Are you sure you want to remove this Recommended Friend"
130CE585,"Another Racer just joined our ranks."
130CE586,"We've got another Racer on the roads."
130CE587,"Bad day to be a cop. There's a new Racer on the roads."
130CE588,"Just had word there's a new Racer cruising the streets."
130CE589,"We've got a new Racer running with us."
130CE58A,"Heads up. New Racer is on the scene."
130CE58B,"Heads up. We've got more competition. A new Racer just cruised into the area."
131101CB,"Network Drifter"
132FB5DA,"Suriname"
1331F263,"Escape a Pursuit in a fully upgraded car"
1334F30A,"BEAT {0:s}"
135435B8,"Community Manager"
135CD29D,"Ready to roll"
13602847,"New Dodge Challenger SRT8 livery: Bursting Out"
136D3DB5,"Cops and Racers can purchase Pursuit Tech to give them the upper hand when their rivalry comes into contact on the roads of Redview County. Spend  when inside Hideouts and Command Posts to add Pursuit Tech to the two slots on every car you buy, then upgrade it to increase its effectiveness against your rivals."
1378D695,"Escape the Pursuit."
137C9688,"B2"
13823197,"Control, this Racer just shut off my power. I'm a sitting duck. Requesting tow."
13823198,"Control, target just fried my electrics. I've got no power."
1383D21A,"Pursuits esaped in a Porsche: {0:s}/{1:s}"
1384426A,"Designer"
138BB056,"The appearance of a street racer calling himself F-8 has triggered an overnight explosion in street racer violence. FBI officials say they are struggling to cope with the new threat, and have been forced to recall all police from restricted duty, with the best drivers being selected to join the ranks of the VRT - the FBI's Vehicle Response Team, in an attempt to restore order."
138BB057,"The appearance of a street racer calling himself F-8 has triggered an overnight explosion in street racer violence. FBI officials say they are struggling to cope with the new threat, and have been forced to recall all police from restricted duty, effective immediately. The best of these drivers are being selected to join the ranks of the VRT - the FBI's Vehicle Response Team, in an attempt to restore order."
1391B1C5,"Slipstream a Cop for {0:s} in one go"
13935E23,"I need to break my own limits"
139F3FF4,"Dispatch, I have a Racer moving at high speed along Kingfisher Road."
139F3FF5,"Control, I have a visual on a vehicle moving at speed on Kingfisher Road. Target identified as a Racer."
13B2A0E8,"CONTINUE WITHOUT LOADING"
13BB1C7E,"Unlocked at Rank Unknown"
13C5E57F,"Spike Strip deployed"
13D50262,"Texture Quality"
13E58367,"Marussia B2"
13E7CD17,"Control, Racer's brand new again."
13E7CD18,"10-44 just got some bodywork."
13E7CD19,"Target has repaired. Continuing pursuit."
13E7CD1A,"Control, suspect vehicle has repaired."
13E7CD1B,"Control, suspect vehicle is back to full fitness Continuing pursuit."
13E7CD1C,"10-44 has repaired. Looks like this could take a while."
13E7CD1D,"Racer's vehicle just got some work. This one's going to be tough to take down."
13E7CD1E,"10-44 has repaired and is continuing evasive manoeuvres."
13E9731E,"Saint Bartelemey"
1405EA24,"OVERWATCH: AMMO RELOADED"
1419044A,"There is no second place"
14779991,"CAR"
1477D2AD,"POS"
14885281,"Dispatch, commence your track."
14885282,"Control, I've just tagged a rat. Commence tracking."
1498A02B,"12C"
149A032C,"Heat is your notoriety as a Racer with the Cops combining your car model and Heat accumulated from earning Speedpoints.  Your Heat continues to rise until you enter a Hideout, where it diminishes as your  is banked.  The more your Heat rises, the bigger target you become for the Cops who earn bounty based upon your Heat level when busted."
149AF0FF,"I'm ready to race."
149AF100,"Let's get this race rolling."
149AF101,"Let's get going."
149AF102,"Let's start this race."
149C1087,"EA CERTIFICATION"
149D02C6,"“Rat Trap”"
149D02C7,"Performed by Feed Me"
149D02C8,"Written by Jonathan Barry Gooch"
149D02C9,"Published by Warner Chappell Music Publishing Ltd. (PRS)"
149D02CA,"Recording courtesy of Sotto Voce"
14B29DAA,"10-44 has punched through the Roadblock. All units, extreme caution advised while in pursuit of suspect."
14B29DAB,"Roadblock has been compromised by 10-44."
14B29DAC,"All units, Racer has breached Roadblock and is continuing to move at high speed."
14B29DAD,"Suspect vehicle has breached Roadblock. Pursue Code 3."
14B29DAE,"Roadblock compromised by 10-44 . Pursue and detain the target."
14C82248,"Pre-Order Unlock"
14C8A866,"ONE-77"
14D3241A,"Honduras"
14DE8186,"The Need for Speed™ Network is your destination for all things Need for Speed™.  When playing the game it can be used as a second screen to see your Friend's activity in real-time, and create Playlists with the events you want to play next.  Download Need for Speed™ Network for Tablet and Mobile devices, or visit www.needforspeednetwork.com"
14F3B548,"Waiting for reply..."
14FEE9D6,"Officer reporting pursuit of Street Racers on Kingfisher Road. All units respond."
14FEE9D7,"All units near Kingfisher Road. Officer in pursuit of multiple targets requires assistance."
14FEE9D8,"Pursuit of Street Racers in progress on Kingfisher Road. Pursuing officer is Code 3 and requests immediate backup."
15128E72,"First patrol"
151396FF,"Bust a Racer at Heat 5 or greater"
15318C5B,"Finished {0:s}"
15319545,"Aston Martin One-77 ENF"
154F93E6,"Dispatch, did you copy that? Possible tow needed."
154F93E7,"Copy that, Traffic needs to send units."
154F93E8,"Dispatch, civilian will need a tow."
154F93E9,"Dispatch, did you copy that? Possible tow needed."
154F93EA,"That's 11-55, we'll have multiples if that doesn't get cleared, over."
154F93EB,"The driver's all right, but that car's going to need clearing off the road, over."
155DE035,"Driven over {2:s}: {0:s}/{1:s}"
155FA225,"Kiribati"
157D106C,"Races won: {0:s}/{1:s}"
15856A9F,"Wreck a Koenigsegg Agera R"
1587DE54,"Next Unlock: {0:s}"
1591AACE,"Original Music"
15A2EFC3,"CARRERA GT"
15A567A9,"Easy Tiger"
15A6F1F0,"Software Engineer"
15B25AEB,"Racing in an {0:~} with {1:d} player"
15E06627,"EMP Counter"
16069F80,"Beat {0:s} Super cars or better in a Street car"
160BDCA2,"Porsche Carrera GT"
161A325F,"Seems you passed the test candidate."
161A3260,"Welcome to the nation's premiere vehicle interdiction unit - The FBI Vehicle Response Team."
161A3261,"Selection is an ongoing process and every day, we sharpen the blade."
161A3262,"In the garage you'll find your new equipment, entirely customized to you, and solely focused on getting the job done…"
161A3263,"Once and for all."
161A3264,"The United States taxpayer is investing millions of dollars in you…"
161A3265,"we expect it to be money well spent."
162DC56E,"New McLaren P1 livery: Bruiser"
164991DD,"Some cop just jammed me up."
164991DE,"I just got bagged by the police."
164991DF,"The Heat just hauled me in."
16510A43,"Yes"
1655A887,"Visual reacquired on 10-44. Resuming pursuit."
1655A888,"Target reacquired. Dispatch, I'm back in the chase."
1655A889,"10-8, Control. Target reacquired. Resuming pursuit."
1655A88A,"Have reacquired visual on the Racer. Pursuit resumed."
1655A88B,"I have eyes back on the 10-44. Reengaging pursuit Code 3."
1655A88C,"Suspect has been reacquired. Control, show me back in pursuit Code 3."
1655A88D,"Dispatch, I've reeled this guy back in. Resuming pursuit."
1655A88E,"Dispatch, I have them, I have them."
1655A88F,"Suspect reacquired, am in pursuit."
1655A8A7,"Dispatch, I've got him, show me in pursuit."
1655A8A8,"Dispatch, I have them. I'm back on the guy."
16698A00,"Your heads up display (HUD) features a Mini Map that works with your GPS to route you between events, then to the finish line once they begin.  It also shows the direction of the closest Event or Collectible you've unlocked, plus the nearest Hideout or Command Post.  Triangular icons show the positions of any Cops or Racers nearby plus the direction they are driving.  If any Cops are in a Pursuit their icon will show this too."
166CE394,"Yeah, we have him."
166CE395,"That's it, now let's slow him."
166CE396,"He's contained, let's bring him in."
